text,target
kadın kısmı doğurmalı doyurmalı dokumalı,SEXIST
seni çöpe atacağim poşete yazık,INSULT
Hey zenci bana baksana Duymuyor Hey Negro sana söylüyorum,RACIST
sik kadar yer,PROFANITY
Kadın dayak yesede susmalı,SEXIST
böyle devam ederseniz koyun gibi güdülmeye mahkum olacaksınız,INSULT
o ne öyle kız rengi,SEXIST
kadın dediğin konuşacağı yeri bilmeli,SEXIST
Senin gibi akıllı bir kıza yakışıyor mu,SEXIST
beni sırtımdan vuracak kadar alçak mıydın sen,INSULT
Kalıbının adamı olsaydı kadın gibi işlere kalkışmazdı,SEXIST
sümüğünü siktimin ibnesi,PROFANITY
ananın amına el bombası atarım,PROFANITY
kadın dediğin oturmasını kalkmasını bilecek yatalak olmayacak,SEXIST
kürdün aklı ya sıçarken ya da kaçarken başına gelirmiş,RACIST
Kötülük senden gelir,INSULT
Erkekler yufka açamaz,SEXIST
Konyalılar konyalıları& bile sevmez,RACIST
pakistanda müslümanların olduğu bölgelerde intihar bombaları patlatılıyor,RACIST
Sen ne boş bi adamsın,INSULT
öküz gibi anırır,INSULT
Kiz fallik naber?,PROFANITY
provokatör Arap düşmanları,RACIST
senin bacağındaki kılı sikiyim,PROFANITY
haysiyetsiz köpek,PROFANITY
kafan geleceğinden daha parlak,INSULT
artık ne söylemişlerse ona geçmiş bir köşeye kız gibi> ağlıyordu,SEXIST
Erkekler satış konusunda iyidir onlar satıştan iyi anlar,SEXIST
baban gibi pezevenkten ancak senin gibi bir piç doğabilirdi zaten,PROFANITY
öküz gibi araba kullanıyor,INSULT
o alçaklarla konuşulacak bir mesele kalmadı artık,INSULT
Ağzını burnunu dağıtırım annen bile seni tanıyamaz,INSULT
kuş beyinli misin,INSULT
suriyeliler geldi sapıklık olayları çoğaldı,RACIST
kadın dediğinin aklı pek olmaz,SEXIST
Bırak be dedi kendi kendine elin kaltağı için dövüşecek miyim?,PROFANITY
yağmacı suriyeliler sınır dışı edilsin!,RACIST
çüş yavaş,INSULT
Boş boş konuşmaktan başka ne işe yararsın.,INSULT
bok çukuru,PROFANITY
Kızlık zarı ülkenin namusudur,SEXIST
Avrata atı katı emanet etme,SEXIST
zenofobik insanlar kendi içlerinde takılırlar,RACIST
At ağızlı amcık beyinli köpek herif,PROFANITY
sen kadinsin gec saatte disari cikamazsin,SEXIST
şu işleri adam akıllı yapsana be kadın,SEXIST
kadınlar gece dışarı çıkmamalı,SEXIST
ahlaksız namussuz,INSULT
Suriyeliler ekonomik olarak faydasız olup ancak ülkemizi yıllardır zarara uğratmaktadır,RACIST
Ülke yönetimi kadınlara bırakılamaz,SEXIST
Arsız biri hergün oraya geliyor,INSULT
ayılar gibi kış uykusuna mı yattın,INSULT
Hala bu kahpelerin yaptıklarına şaşıranlar var,PROFANITY
kadın dediğin dik yürüyecek,SEXIST
neden böyle pısırıksın?,INSULT
Budistler pis nehirlerde arındıklarını sanıyorlar,RACIST
erkek isterse evlenmeden kadınlarla birlikte olabilir,SEXIST
Erkek evine ekmek getirip çalışıp çabalamalı ve sonra eve gelince de dinlenmelidir,SEXIST
Arap&din kardeşliğiniz batsın,RACIST
bahtını& sikeyim,PROFANITY
"Kulaklarınızı tıkadığınız ""tekbirler"" ne taraftan geliyorsa Müslümanlar da oradadır",RACIST
laz damarın tuttu yine,RACIST
sana oksijen veren yaprağın ta amına koyayım,PROFANITY
Kafadan sakat mısın,INSULT
Seni bir sikerim boş otobüste ayakta gidersin,PROFANITY
mezar taşını sikerim,PROFANITY
Rum hatunu yatakta Ermeni hatunu mutfakta makbuldür,RACIST
Kime kuyruk salladı acaba,SEXIST
ateşek siki yemiş oğlak seni,PROFANITY
tembel araplar,RACIST
züppe kılıklı,INSULT
kus beyinli git kendine sakla aklini,INSULT
Pezevengin evladımısın böyle davranıyosun,PROFANITY
"karı, gibi< korkak",SEXIST
Evin direği erkekdir,SEXIST
sahipsiz kadın,SEXIST
hiçbir şey beceremiyorsun,INSULT
sizi klonlamadan çoğaltırım,PROFANITY
sen de yalan oldun ya koyayım bütün doğrularına,PROFANITY
karı gibi vuruyorsun,SEXIST
seni itin doğurduğu it,INSULT
kibar sikin tohumu,PROFANITY
pis palikarya,RACIST
kadından yöneticimi olur,SEXIST
eşeği siken osuruğuna katlanır,PROFANITY
Gözümde noktadan başka bişey değilsin,INSULT
Kadın dediğin tatlı sözüyle yılanı deliğinden çıkarır,SEXIST
ağustostan sonra ekilen darıdan bir de kocasından sonra kalkan karıdan hayır beklemeyeceksin,SEXIST
"O baklavaları yemeden önce biraz kilo ver , şişko .",INSULT
Bu coğrafyada kürt alevi çerkez laz gibi insanların ayrımı yapılır,RACIST
diş ipinle örgü yapılır,INSULT
karının götünden 45 numara ayakkabı kadar parça koparayım,PROFANITY
bütün dangalaklar bir araya gelmiş,INSULT
Maçta zenci futbolcuya şişe fırlattılar,RACIST
kadın aklı eşittir foseptik çukuruu,SEXIST
Öküz gibi yiyorsun,INSULT
Lazın kafası 12den sonra çalışmaz,RACIST
hayvanlar bil senden daha akıllı,INSULT
"Bu türkler de tam salak, yurtdışına çıktığımızda utanıyoruz.",RACIST
kadın susmayı bilmeli,SEXIST
Ruhunu sikeyim,PROFANITY
afganın kadın cinsi de mi var,RACIST
Hiçbir arap afgan benim kardeşim değil,RACIST
biz evimize gıda alamıyoruz suriyelilerin eli poşet poşet,RACIST
Söylediklerimi erkekliğine yediremedi,SEXIST
sen bana cibiliyetsiz mi dedin,INSULT
sıçtığım surat,PROFANITY
yarramin bale pabucu,PROFANITY
Erkek gibi mücadeleci oynadığınız için sizlere teşekkür ediyorum,SEXIST
kokmuş amlı,PROFANITY
kürdün kafasındaki kırk tilki vardır sen onlarla yarışabilir misin,RACIST
senden ala gavat mı var,PROFANITY
götüne kızıl ordu girsin,PROFANITY
Kim ne derse desin erkek kadından daha üstündür,SEXIST
ananı bi sikerim 6 ay cıvık sıçar,PROFANITY
Herşey gün gibi ortada dişi yalanmış erkek dolanmış işte,SEXIST
Orospunun evladı olsan böyle karaktersiz olmazdın,PROFANITY
piçin dölü,PROFANITY
yarrağına güvenen gelsin,PROFANITY
Güven duyulmayan Araplar Osmanlıya karşı gelmenin cezasını çekmektedir,RACIST
Erkekler üstün ırktır,SEXIST
canımızı gavurlara emanet ettik,RACIST
oymağını sikiyim,PROFANITY
Erkekler bu isi kaldiramaz onlar kadinlar gibi sabirli degil,SEXIST
Siz kadınlar yok musunuz şeytana pabucunu ters giydirirsiniz,SEXIST
Artık affetmiyorum ona göre hata yapın dalyaraklar,PROFANITY
kadın dediğin bakımlı olur,SEXIST
Kızılderiler. normal konuşmalarında& çok kaba= bir ses> çıkartıyorlar& bu yüzden iticiler,RACIST
Saçının siktiğimin denyosu yanlış yere saç ekti,PROFANITY
kadın madenci mi hiç duymadım,SEXIST
çöp kutusu senden iyidir,INSULT
Avrupa hristiyan cemiyetidir müslümanları sevmezler,RACIST
donunu siktiğim,PROFANITY
Kadının düzdüğü evi Tanrı yıkmaz kadının bozduğu evi Tanrı yapmaz,SEXIST
Kızı kıza koşarsan kahpe oğlanı oğlana koşarsan deyyus olur,SEXIST
Evi ev> eden avrat (kadın) yurdu şen- eden devlet-,SEXIST
öyle hayırsız bir evlattı ki babasının cenazesine bile katılmamıştı,INSULT
Kadını eve bağlayan altın şakırtısı değil beşik gıcırtısıdır,SEXIST
Elinin ayarını sikeyim,PROFANITY
amip gibi yaşıyor,INSULT
çok ruhsuzsun baydın,INSULT
Gavurun mayası,RACIST
İzmirlilerin hepsi mi gevşek olur,RACIST
Bir daha seni görmeyeyim seni sikerim,PROFANITY
Gavurdan korktuğum kadar şeytandan korkmam,RACIST
açgozlü köpek,INSULT
kuru bok göte yapışmaz,PROFANITY
babaanneni siksinler,PROFANITY
müslümanlar ile yahudiler anlaşamaz,RACIST
kus kadar aklin yok,INSULT
Kürt erkekleri çok kıskançtır,RACIST
muhallebi çocuğu,INSULT
Korkak bi adamsın ve sana güvenmem mümkün değil,INSULT
kendi yaptıkları putlara tapıyorlar bu nasıl bir mantık,RACIST
insanı huzursuz ediyorsun,INSULT
erkek getirmeyi kadın yetinmeyi bilmedilir,SEXIST
Ondan nefret ediyorum manipülatif bir yalancı,INSULT
ne halta yararsın sen,INSULT
o çocuklar hep Yunan tohumu,RACIST
Suriyeliye bak bir de para istiyor bizden.,RACIST
şu masa bile senden daha çok işe yarıyor,INSULT
erkeğe metroseksüellik yakışmaz,SEXIST
kilolu insanlar elbise giymesin,INSULT
Erkek söz söylemişse orada konu kapanır,SEXIST
fena sikerim,PROFANITY
İki şeyden nefret ederim birincisi ırkçılık ikincisi zenciler,RACIST
Etek giymiş kadına tecavüz eden erkek suçlu sayılmaz,SEXIST
kadının en güzel kariyeri anneliktir,SEXIST
Sen git bokunla oyna aptal,INSULT
dagdan inen ayi senden daha medeni,INSULT
erkek adamın ne işi olur öyle mekanlarda,SEXIST
İyi insan olmadığın belli,INSULT
Suriyelilere tahammül edemiyoruz artık,RACIST
Kız kısmısı konuşmaz,SEXIST
Timsah gibi sinsisin,INSULT
Bu nasıl saç kızım erkek gibi olmuşsun,SEXIST
Yılan yılanı sokmaz ama insan insanı iyi sikiyor,PROFANITY
seni yere atar tekmeler amını kırarım,PROFANITY
seninle yarışıp da geçemeyen spermin amına koyayım,PROFANITY
götüne sokarsın artık,PROFANITY
seni gidi piston kolu,INSULT
Türk gibi sigara içmeye başlama sakın,RACIST
Yahudiler doğum günlerini kilisede kutlar çünkü mum satın almak istemezler,RACIST
anasına bak kızını al,SEXIST
Kalitesiz insanlarla muhattap olmuyorum,INSULT
silsileni sikeyim,PROFANITY
göt kılı mısın,PROFANITY
afganlar çürük zihniyetleriyle konuşmasınlar,RACIST
Ona kuyruk sallamaya gidiyor,INSULT
Eşek kafalı bir işide beceremedi,INSULT
fakir orospu evladı seni,PROFANITY
siz afganmısınız,RACIST
Kiz kiza disari cikamazsin,SEXIST
mal insanın tekisin sen,INSULT
kadının fıtratında köle olmak var,SEXIST
yavşak,PROFANITY
Kadının görevi kocası gelmeden yemeğini hazır etmektir,SEXIST
kadın dediğin biriyle konuşurken yere bakar,SEXIST
Ormana düşsen hayvanlar göç eder,INSULT
yerinden kalkamayacak kadar şişmanlamış tam bir şişkoya dönmüştü,INSULT
kadınlardan şoför olmaz,SEXIST
Kız almaya giderken başlık parası istediler.,SEXIST
Fransa yıllardır Afrikayı sömürüp bütün kaynaklarına el koymuştur,RACIST
git kendini becer,PROFANITY
kürdün karnı doyunca gözü ayaklarda olurmuş,RACIST
Beni her ortamda utandırırsın,INSULT
kadın kocasının çarığı gibi olmalıdır,SEXIST
doğmamış tohumunu sikeyim,PROFANITY
uyandırma kerizi kalkar siker hepimizi,PROFANITY
amına koyduğumun çocuğu,PROFANITY
Türkler kendi ırkınan kendi dininden olanları korumayan hep başkalarına acıyıp koruyan zavallı bir ırktır,RACIST
pamuk eller cebe lütfen sarı Yahudilik yapmayalım,RACIST
Kız başına okuyamazsın,SEXIST
Anan seni doğuracağına dereye bir taş atsaymış,INSULT
Böyle odun bir adamın kibarlığı ancak bu kadar olur,INSULT
misyoner kılıklı,RACIST
Türklerin lafına güven olmaz,RACIST
Kadın ancak nezaketini ve yumuşak tarafını göstermelidir onların erkekler varken güçlü görünmelerine gerek yoktur,SEXIST
Sevdi diye bir mutluluk vardı onun da amına koydunuz,PROFANITY
dünyada iyi olan yalnızca iki kadın vardır biri ölmüş diğeri daha doğmamıştır,SEXIST
seni bana beni babana koydu da sikti bütün aileyi,PROFANITY
amını eşekler siksin,PROFANITY
Senin ananın amına bacağımı sokarım orospunun evladı seni,PROFANITY
kadin ve erkek esitsizligi yapan araplardir,RACIST
erkek orospusu musun,SEXIST
Kadın her ihtiyacını karşılayacak tek bir erkeği ister Erkek ise tek ihtiyacını karşılayacak her kadını,SEXIST
seni itin götüne sokup çıkartırım,PROFANITY
siksinler çocukluğunu,PROFANITY
anladıysam arap olayım,RACIST
elini götüne sokarım göt gibi gezersiz,PROFANITY
Açık kadın perdesiz eve benzer< perdesiz& ev de ya satılıktır& ya da kiralık<,SEXIST
mezardaki nenenin kemiklerini sikeyim,PROFANITY
Ermeni çocuğusun sen,RACIST
sus lan sikik,PROFANITY
amın kopsun,PROFANITY
kerhaneden 10 tane orospu alıp siksek senin kadar orospu çocuğu doğmaz,PROFANITY
kadın iş yerinde cinsel tacize uğradı,SEXIST
İnsan olmak- ancak erkeğin< sahip> olacağı bir. meziyettir> adı> üstünde. insanoğlu,SEXIST
amcığın oğlu,PROFANITY
çingenelerden uzak dur,RACIST
Evi aynı araplar gibi mikrop kaynıyor,RACIST
Piç misin lan,PROFANITY
Afganlar cok pis kokar,RACIST
Git bi makyajını yap da gel böyle basit gözüküyorsun,INSULT
mal gibi oturacak mısın bütün gün,INSULT
bıngıldağını sikeyim,PROFANITY
basketbol erkekler içindir,SEXIST
anana söyle pazarda sikerler,PROFANITY
Oğlan çocuklar ergenlikte hoşgörülüyor kız çocuklar görülmüyor,SEXIST
boyundan büyük işlere kalkışmayacaksın,INSULT
oğlum olsa evlatlıktan atardım,INSULT
Kılıbı erkek kadın gibidir,SEXIST
bostan korkuluğu gibi dikilme başımda,INSULT
Her bir zerrenden tiksiniyorum ve her bir hücrenden nefret ediyorum sen bu hayata fazlasın,INSULT
kız gibi trip atma,SEXIST
tuvalet terliği suratlı,INSULT
o puştu nerde görsem tanırım,PROFANITY
Yaptığın bu hareket ile öküzden farkın yok biliyor musun?,INSULT
Arnavut ınadı hiçe sayan ruh hali,RACIST
çok ağlaksın-,INSULT
Başımıza gavur icadı çıkarma,RACIST
Ermeni gelini gıbı kırıtma,RACIST
Ananın amına domates sokar sike sike salça yaparım,PROFANITY
Kadınlar doğuracağı için- onların& yönetimsel kademelere< getirilmemesi gerekir&,SEXIST
amerikanın köpeği= yunanistan&,RACIST
seni siksem anan bile zevk alır,PROFANITY
Araplardaki görmemişlik hiçbir millette bulunmaz,RACIST
Eğlenilecek kadın olduğunu anladım,SEXIST
Turkler genellikle ben bu isten nasil bir kurnazlik yaparim diye dusunen insanlardir,RACIST
seni bi sikerler borsa dalgalanır,PROFANITY
Sinti ve Romanlar sınır dışı edilmeli,RACIST
Avrupa medeniyetsiz tek dişi kalmış canavardır,RACIST
laz uşağı mısın,RACIST
Şu sınavları bi atlatayım siktim belanı senin,PROFANITY
Gavurla evlenilmez,RACIST
Türkler gibi aklın sonradan mı geldi başına,RACIST
herkesin tadını kaçırıyorsun,INSULT
Ne korkunç birisin kalbini nasır bağlamış adeta,INSULT
Tembel hayvanlar gibi çalışıyorsun bugün biter mi,INSULT
allahu ekber lafına karşı amerikanlar gibi fobi geliştirdim,RACIST
kadın olsaydın da eşin başkalarına gitmeseydi,SEXIST
avare avare dolaş anca,INSULT
algıda mı seçicisin yoksa hep böyle geri zekalı mıydın,INSULT
amın evladı bas git,PROFANITY
kara kedi gibi geldin ve girdin aramıza,INSULT
sus lan götoş,PROFANITY
amsız avrat,PROFANITY
koyun gibi peşlerinde geziyorsun= o köpeklerin,INSULT
bir köle seçeceksen kendine Afrikalı olsun,RACIST
senin ben içtiğin sigaranın amına koyayım,PROFANITY
Bir sikimlik canın var onuda ben alamayım,PROFANITY
Boşanmış çoçıuklu kadın bir daha evlenemez,SEXIST
kılıcı temiz ölenin cesedini sikerim,PROFANITY
Başka biri yokmuş gibi zenci biriyle evlenmeyi düşünüyormuş,RACIST
Yanar döner birisin disko topu bile senden daha az dönüyor,INSULT
Sibobunu siktiğimin iti tekerimi patlattı,PROFANITY
Erkek olmak bir ayrıcalıktır,SEXIST
götüne koydumunun yaş baklası,PROFANITY
beslemelere benzemişsin,INSULT
Burada Çingene istemiyoruz,RACIST
Kız dediğin evde oturur sağda solda gezmez,SEXIST
Böyle bir Afgan karşıma çıksa ona başkalarının ekmeğine mani olduğunu söyler uyarırım,RACIST
senin çekip çıkaranın çarkına sokayım,PROFANITY
imam senin kulağına beddua okumuş kesin,INSULT
dişi köpek kuyruk sallamazsa kimse yanaşamaz,SEXIST
çok da umurumda sikerler,PROFANITY
sen çok dayak yersin,INSULT
köpeğin sikini ye,PROFANITY
sırtından sopayı karnından sıpayı eksik etmeyeceksin,SEXIST
Yüzüme bakcak yüzün var mı ki senin,INSULT
Kaplumbağa bile senden daha hızlı be kadın,SEXIST
kadın kısmını bağlamaz,SEXIST
Bir kadın anne ise kadın değildir Kadınsa anne değildir,SEXIST
kadın iffetli olacak,SEXIST
defolu ürün gibi çıktın,INSULT
kadın aklı ile haraket edersen öyle olur,SEXIST
Kürt olmalarına rağmen çok iyi davranmışlardı,RACIST
müslümanım diyenler gerçekten müslüman mı,RACIST
ne bu merak karı mısın sen,SEXIST
Pis kadın seni,INSULT
yavşak götlü,PROFANITY
Suriyelilerin hepsi sınır dışı edilmeli,RACIST
Erkekler kadınlar gibi detaycı olamazlar,SEXIST
lafından dönüp karı gibi kıvırma,SEXIST
bunadın mı,INSULT
inatçı keçisin,INSULT
en çok milletin hakkını bu Müslümanım diyenler yiyor,RACIST
"şu, araplar, kadar- ihanet eden, bir millet. daha yoktur bu. yeryüzünde.",RACIST
mahalle yanarken orospuda saçını tararmış,PROFANITY
Erkeksen sırtından sopayı kucağından sıpayı eksik etmeyeceksin,SEXIST
Sikimde değil ama götümde,PROFANITY
Kadının görevi hamile kalmaktır,SEXIST
karı gibi gülüyor,SEXIST
Oğlanı her karı doğurmaz er karı doğurur,SEXIST
arapları kimse sevmez,RACIST
Yarrak müptelası,PROFANITY
Müslüman olsan böyle yapmazdın,RACIST
kadınlar sorun çıkarmasın uyumlu olsun,SEXIST
Seni mezara koyacak imamı sikeyim,PROFANITY
Yunan ırkını yüceltip kendi ırkını alçaltıyorlar,RACIST
Tırnağımın ucu bile olamazsın,INSULT
konuşmayıda beceremiyorsun,INSULT
musluk gibisin nerden sıkılacağın belli değil,INSULT
inek gibi böğürme yanımda,INSULT
onursuz orospu çocuğu,PROFANITY
deveye diken adama siken lazım derler,PROFANITY
ne yaptın sen pislik herif,INSULT
kadınların tek bildiği şey dır dır etmektedir,SEXIST
köye yaptığın ev çingene çergesi gibi olmuş,RACIST
"adamakıllı"" denilir de ""kadınakıllı"" denilmez hiç",SEXIST
bi siktirin gidin lan,PROFANITY
Gariban ordusu derseler akıllara suriyeliler gelir,RACIST
şerbeti tutmamış amcık hoşafı,PROFANITY
İmam osurursa cemaat sıçarmış,PROFANITY
kadinin cilesi kocasina hizmet etmediginde baslar,SEXIST
erkeğine sesini çıkaramazsın,SEXIST
bu saatten sonra ben tren gibi geçerim sen öküz gibi bakarsın,INSULT
fahişelere çük takar hepinizi sırasız siktiririm,PROFANITY
"arap ülkelerinin faydadan, çok< zararlarının olması",RACIST
ağzına sıçayım şerefsiz oğlu,PROFANITY
bir yerde suç işlenmişse kesin zenciler yapmıştır,RACIST
doğru yürü bacağını sikerim,PROFANITY
Sen de diğerleri gibi güvenilmez çıktın,INSULT
Erkeksen erkekliğini bil,SEXIST
Sağdık bir insan değilsin o yüzden kimse güvenmiyor sana,INSULT
orospu gordum ama dogurdugunu ilk defa goruyorum,PROFANITY
yarak yarak konuşma,PROFANITY
Sana yakışmadı ermeni feneri gibi döndün,RACIST
anani duduklu tencereye sikistirip otture otture sikerim,PROFANITY
Halkın yüzde 49’u devletin Yahudi vatandaşlara Arap vatandaşlardan daha iyi davranmasını istiyor,RACIST
karı gibi kırıtıp durmasana karşımda,SEXIST
Git buradan,INSULT
amına kodumun kara taşaklısı,PROFANITY
Karısının yanından ayrılmadığına göre hanımköylü olmaya devam ediyor,SEXIST
Anana mı özeniyorsun,SEXIST
zenciler giremez,RACIST
apartmanımda mahallemde ülkemde suriyeli istemiyorum,RACIST
Denize düşsem yılana sarılırım sana değil,INSULT
çingene erişemediği harmanı zekatından sayarmış,RACIST
Saçını erkek gibi kestirmiş,SEXIST
Ermeniler yeryüzünün yılanıdır,RACIST
ananın amındaki kılları cımbızla kopartayım,PROFANITY
sikemin ucuna sürülecek aklın yok,PROFANITY
Suriyeliler Hatay'a gelen yardım mallarını yağmalıyor Hataylıların elinden zorla alıyor,RACIST
Ermeni dölü,RACIST
Çirkin gözüküyorsun bir aynaya bak istersen,INSULT
İngiliz boku yiyen aç pezevenk,PROFANITY
Erkek kısmı karı gibi ağlamaz,SEXIST
Yolda görsem arkamı dönmeden koşarım,INSULT
Ev işlerinde= kadının eline su dökülmez=,SEXIST
sayı saymayı bile bilemiyorsun,INSULT
pis suriyeliler,RACIST
çankırıların çoğu çingendir,RACIST
Dana= gibi. olmuşsun,INSULT
Sen hep yanıldın bu kez de yanılacaksın,INSULT
domuz çıbanı Sırplar ve meyhaneci Yunanlar,RACIST
sende az akıl olsa oturur dersine çalışırsın,INSULT
beynin yanmış senin,INSULT
Adamlığın kitabında bu gibi şeyler yazmaz,SEXIST
Araplar din sayesinde afrikayı her geçen gün dahada sömürmelerinden kaynaklı sevilecek adam değiller,RACIST
İnsan gibi konuşamaz,INSULT
sibobuna soktugum,PROFANITY
sıçtırtma o bok çuvalı ağzına,PROFANITY
milli göt,PROFANITY
Erkek üstündür,SEXIST
Erkek egemen toplumlar kalkınamazlar,SEXIST
nerden buluyorsun bu cingene pembesi kazaklari?,RACIST
"Bu tuvalet sadece beyazlar içindir, zenciler giremez",RACIST
kuyruklu= kürt,RACIST
ananın amına telefon kablosu sokar pararel hattan bacını sikerim,PROFANITY
Hayvanlar alemi belgeseli izlerken bi anda seni gördüm sandım meğer bi maymunmuş,INSULT
Alçak adam tekrardan karşıma çıktı,INSULT
sıçılmış bok,PROFANITY
kürtler kıllı olur,RACIST
Aynı durum avrupada yaşayan türk kürt arapafrika göçmenler için de geçerlidir,RACIST
Karektersizsin sen,INSULT
Sikenin sevildigi bir dunyada sevip de biz mi sikilelim,PROFANITY
uzak dur burası çok pis koktu,INSULT
sikilesi piliç,PROFANITY
konuya biraz fransız kaldım da kimden bahsediyorsunuz?,RACIST
Kızlar matematikten anlamaz,SEXIST
Pek çok ülke ruhunu Masonizme satmış Yahudi uşaklarıdır,RACIST
eğitimsiz kaplumbağa,INSULT
Sen kimsin ki bana laf söylüyorsun bok herif,INSULT
Yalan senin ağzına yuva yapmış,INSULT
kadın dediğin herkesin içerisinde kahkaha atmayacak,SEXIST
Sakalı çıkmıyor köse galiba,INSULT
ananın amına alçı dökeyim ki baban sokamasın,PROFANITY
tam bir orospu cocugu,PROFANITY
Senin yaptığını Ermenistandan Ermeni getirsen yapmazdı,RACIST
İnsan olan anlardı,INSULT
hay sinsileni saksağanlar kovalasın,PROFANITY
paraya doymadın bir türlü bu ne açgözlülük,INSULT
Polonyalı insanları güvenilmez ve arkadan iş çevirme olasılığı yüksek olan kişilerdir,RACIST
Vay seni Ermeni tohumu,RACIST
bu gerzekliğini nereden aldın sen,INSULT
çingeneyle ahbap olunmaz,RACIST
Erkekler kadın gibi mızmızlanmaz,SEXIST
amanyum,PROFANITY
Beni de dolandırdın ya gözüm görmesin seni,INSULT
kadın yöneticiler çok duygusal oluyor doğru kararlar veremiyorlar,SEXIST
"İki saat geç kaldın, amına kodumun çocuğu.",PROFANITY
erkekler düz insanlardır kadınlar kadar ince düşünemezler,SEXIST
kuş beyinlisin,INSULT
parası neyse vereyim sus,INSULT
daşşak suratlı,PROFANITY
sadece siyahlar su çeşmeden su içer,RACIST
Sen ölsen seni toprak dahi kabul etmez,INSULT
Siyahileri yaşadığımız bölgede yüzlerini dahi görmek istemiyoruz,RACIST
Bulgar gocmeni gibisin,RACIST
sikin boynuna asılsın,PROFANITY
Tiyatroya kadın eli deydiği nasıl da belli,SEXIST
kocana itaat et,SEXIST
Namık Kemal köprüsünden ürkütürsün vakvakları ananın amına çam diktim git topla kozalakları,PROFANITY
senin< ananın namusunu sikeyim,PROFANITY
hayatımız arap saçına dönmüş,RACIST
Mülteciler heryerde hastanede sıra gelmiyor,RACIST
Kadınlar yönetici olamaz,SEXIST
götüne koyim,PROFANITY
Köpekler bile kadınlardan daha iyidir hiç olmazsa efendisine havlamazlar,SEXIST
götsüz köpek,PROFANITY
kız tek başına otostop mu çekmiş,SEXIST
çingene mahallesinde oturmam,RACIST
kalbini sikiyim senin taş kalpli pezevenk,PROFANITY
Moskof gavuru gibisin,RACIST
am kokteyli,PROFANITY
Az arakçı değilsin sen,INSULT
7 ceddini 70 tabur asker siksin,PROFANITY
rum ve türkler birbirini sevmez,RACIST
zencilerle arkadaşlık etmemelisin,RACIST
Kürtler kötü insanların iyisidir hepsi bu kadar,RACIST
Sana bakınca midem bulanıyor tiksiniyorum senden,INSULT
it oğlu it pezevenk. seni,PROFANITY
Eşeğe Kürt demişler iki hafta saman yemiş,RACIST
Arnavut'a para ver yeter ki sen cehenneme bile gitmeyi kabul eder,RACIST
Amını damını siktiğimin jokeyi bizi bezbola götürmedi,PROFANITY
seni havaya atar düşene kadar yedi sülaleni sikerim,PROFANITY
Konyalı insanlar ülkenin en yobaz ve kör cahillerinin yetiştiği yerdir,RACIST
yürüdüğün yolları sikeyim,PROFANITY
Kadın çalışanlara alt pozisyonlar verilir,SEXIST
babalar kız çocuklarına kıyamaz,SEXIST
Erkek çocuk tabi bişeyler kırıp dökecek.,SEXIST
Karı kılıklı herif,SEXIST
deliye osur demişler sıçmış,PROFANITY
Beynini götüne nakleden doktor kim,PROFANITY
Türkler barbar ırktır,RACIST
çapsız herif,INSULT
bana öyle diklenme alırım havanı,INSULT
Türk'ün kurnazlığının yanında tilkinin lafı mı olurmuş,RACIST
boş boş konuşma,INSULT
aklına yeni mi geldim şerefsiz,INSULT
Her işi bitirmiş de yazarlığa soyunmuş,INSULT
Hayatımda senin kadar gerizekalı birini göemedim,INSULT
cehenneme kadar yolun var,INSULT
çirkeflikte üstüne yok,INSULT
Amını siktiğimin dallaması kaçtı gitti,PROFANITY
at binicisini avrat sikicisini tanır,PROFANITY
Senin gibi bir çocuktan hiçbir şey olmaz,INSULT
kadın dediğin tüysüz olmalı,SEXIST
Salak salak konuşmayın,INSULT
çingene gibi kıvırtma,RACIST
senin ayak parmağının arasını dinazor gondiklesin,PROFANITY
TC vatandaşları Avrupa ülkelerine vizesiz gidemez,RACIST
Pardon= tatlım senin annenle= baban akraba mı acaba>,INSULT
Burnu tam Laz burnu,RACIST
er kocarsa koç karı kocarsa hiç olurmuş yeğen,SEXIST
Sıfatsız biriyle muhattap olmam,INSULT
bıyığının telini sikeyim,PROFANITY
çingene ile evlenince tuğla eriyinceye kadar yıkanılsa cünupluk çıkmazmış,RACIST
davar gibi yeme,INSULT
aire am vermişler taşaklarımı da sokayım mı demiş,PROFANITY
çükkolik,PROFANITY
erkek dediğin dedikodu yapmaz,SEXIST
Kadın yüzünden gülen ömründe bir kere güler,SEXIST
Hindistan adeta bir çöp ülkedir,RACIST
beynin tek hücreli mi,INSULT
kalkan sikin merhameti olmaz,PROFANITY
Sen çirkinsin,INSULT
insanlar ten rengine göre ayrılmalıdır,RACIST
ağzını topla kot kafalı,INSULT
uyku perinin kanatlarına osurayım,PROFANITY
Kadına mirastan hak verilmemeli,SEXIST
Eğer bunu söyleyebiliyorsan aptalın birisin.,INSULT
10 kız 1 erkeğe bedel,SEXIST
Üzecekler seni hatta hayatını sikecekler,PROFANITY
Seni taşın tabutun göbek deliğinden sikeyim,PROFANITY
tek kelime anladıysam Arap olayım,RACIST
ermenileri hiç sevmem,RACIST
En iyi aşçılar erkeklerdir,SEXIST
Küçük bir beyine sahip olmak nasıl bir duygu anlatsana,INSULT
Kız çoçuğu erken yaşta evlendirilmelidir,SEXIST
çingene ile dost olanın mükafatı kalbur olur,RACIST
Eğer sen bana akıl vereceksenakıl verirken dikkat ette hepsini bana verme sende de birşeyler kalsın,INSULT
